from	to	color	mirbase
mmu-miR-7030-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7031-3p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7033-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7047-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7053-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7077-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7216-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7226-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7235-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7235-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7235-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7649-3p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-7686-5p	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-8119	chr6:55410150-55411608:+	red	mmu_circ_0001475
mmu-miR-1195	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-298-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-3083-3p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-351-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-351-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-351-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-3552	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-3971	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-3971	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-3971	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-490-3p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-7025-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-709	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-7211-3p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-7222-3p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-7222-5p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-7655-3p	chr1:165793882-165795668:+	red	mmu_circ_0000108
mmu-miR-12185-5p	chr3:122450806-122451395:+	red	mmu_circ_0001165
mmu-miR-1934-5p	chr3:122450806-122451395:+	red	mmu_circ_0001165
mmu-miR-6912-5p	chr3:122450806-122451395:+	red	mmu_circ_0001165
mmu-miR-6980-5p	chr3:122450806-122451395:+	red	mmu_circ_0001165
mmu-miR-7646-3p	chr3:122450806-122451395:+	red	mmu_circ_0001165
mmu-miR-12181-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-12181-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-12181-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-12185-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-1231-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-1934-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-207	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-2861	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-3076-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-3102-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-3104-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-3110-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-326-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-326-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-326-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-328-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-346-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-346-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-346-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-486a-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-486b-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6393	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6715-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6897-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6914-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6914-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6914-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6917-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6922-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6931-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6931-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6931-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6931-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6932-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6941-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6953-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6954-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6955-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6978-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-6988-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7001-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7004-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7020-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7023-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-702-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-702-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-702-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7024-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7036a-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7039-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7045-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7053-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7071-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7119-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-717	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7682-3p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-7687-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-874-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-92a-2-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-92b-5p	chr12:3237284-3238112:+	red	mmu_circ_0000345
mmu-miR-149-5p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-1947-3p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-3473d	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-5110	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6904-5p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6914-5p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6954-5p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6958-3p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6971-5p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-6992-3p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-7052-3p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-7063-3p	chr9:20695082-20695650:+	red	mmu_circ_0001749
mmu-miR-1187	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-12181-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-1967	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-324-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-3473b	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-3474	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-466i-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-466i-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-466i-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-466i-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-466i-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-574-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-6927-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-6930-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-6945-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-6994-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7015-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7019-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7027-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7033-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7211-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7226-5p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-762	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7648-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-7677-3p	chr11:8418201-8419573:-	red	mmu_circ_0000234
mmu-miR-106b-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1188-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1190	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-12185-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1249-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-125a-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1894-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1938	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1962	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1962	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1962	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-204-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-23a-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-3072-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-3072-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-3072-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-3073b-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-3081-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-330-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-365-2-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-370-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-432	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-470-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-491-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-5110	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-5133	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6392-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6418-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-671-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-674-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6769b-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6915-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6931-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6944-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6955-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6960-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6963-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6987-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-6989-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7030-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7031-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7054-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7069-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7072-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7081-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7083-5p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-719	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-7230-3p	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-763	chr2:169709025-169711959:+	red	mmu_circ_0001107
mmu-miR-1190	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-12201-3p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-1231-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-1843a-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-1902	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-25-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-2861	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-3059-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-328-3p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-330-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-3474	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-3569-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-451b	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-5617-3p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6395	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6907-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6929-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6933-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6945-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6972-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-6982-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-7032-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-708-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-763	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-7669-3p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-9769-5p	chr7:20282152-20282970:-	red	mmu_circ_0001549
mmu-miR-214-3p	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-3971	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-6911-5p	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-7028-5p	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-762	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-7662-5p	chr5:119043341-119043579:+	red	mmu_circ_0001396;mmu_circ_0001397
mmu-miR-7689-3p	chr11:3541213-3541634:-	red	mmu_circ_0000227
mmu-miR-7214-5p	chr13:11856594-11857075:-	red	mmu_circ_0000431
mmu-miR-7229-3p	chr13:11856594-11857075:-	red	mmu_circ_0000431
mmu-miR-12187-5p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-1982-5p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-224-3p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-3072-5p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-504-3p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-6979-5p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-7020-3p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-7072-5p	chr13:17837239-17838457:-	red	mmu_circ_0000432
mmu-miR-106a-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-1187	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-12181-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-12181-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-12181-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-181a-2-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-1962	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-207	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-2861	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3057-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3070-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3072-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3091-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3099-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3109-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3113-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-3113-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-320-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-346-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-361-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-361-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-361-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-466a-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-466e-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-466k	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-466p-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-5134-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-532-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-540-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-5620-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-5620-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-5620-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-5626-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-615-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6236	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-665-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6904-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6912-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6914-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6923-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6926-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6926-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6926-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6940-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6944-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6945-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6965-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-6990-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7001-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7004-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7009-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7011-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7018-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7023-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7032-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7035-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7040-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7045-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7045-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7045-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7049-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7051-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7055-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7060-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7063-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7069-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-707	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7085-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7090-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7117-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7118-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7212-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7216-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-761	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-762	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7648-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7649-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7676-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7679-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7686-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-7689-5p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-874-3p	chr9:107593253-107595047:-	red	mmu_circ_0001840
mmu-miR-1907	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-3085-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-342-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-497a-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-505-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-5627-3p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-6379	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-6912-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-6950-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-6987-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-7119-5p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-7214-3p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-miR-7682-3p	chr2:129636223-129636973:+	green	mmu_circ_0001066
mmu-let-7f-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-let-7g-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-1943-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-1982-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-3085-3p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-3104-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-345-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-378a-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-6340	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-6904-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-6914-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-6922-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-6935-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7003-3p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7036b-3p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-705	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7071-3p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7087-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7090-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7215-3p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-7222-5p	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-935	chr19:57453038-57453665:+	green	mmu_circ_0000964
mmu-miR-1894-5p	chr9:60696428-60697309:+	green	mmu_circ_0001786
mmu-miR-339-5p	chr9:60696428-60697309:+	green	mmu_circ_0001786
mmu-miR-493-3p	chr9:60696428-60697309:+	green	mmu_circ_0001786
mmu-miR-6943-5p	chr9:60696428-60697309:+	green	mmu_circ_0001786
mmu-miR-7081-3p	chr9:60696428-60697309:+	green	mmu_circ_0001786
mmu-miR-105	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-222-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-365-1-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-365-2-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-383-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-6345	chr1:75014073-75015486:-	green	mmu_circ_0000051
